日時,ウィンドウタイトル
2025/12/22 17:02,Windows の既定のロック画面
2025/12/22 17:03,Windows の既定のロック画面
2025/12/22 17:04,Windows の既定のロック画面
2025/12/22 17:05,Windows の既定のロック画面
2025/12/22 17:06,Windows の既定のロック画面
2025/12/22 17:07,Windows の既定のロック画面
2025/12/22 17:08,Windows の既定のロック画面
2025/12/22 17:09,Google Gemini - Google Chrome
2025/12/22 17:10,未設定 (ワークスペース) - Antigravity - quick_analyzer.py
2025/12/22 17:11,Google Gemini - Google Chrome
2025/12/22 17:12,Google Gemini - Google Chrome
2025/12/22 17:13,Google Gemini - Google Chrome
2025/12/22 17:14,Google Gemini - Google Chrome
2025/12/22 17:15,NTT東日本OEM情報ポータルサイト － マニュアル・様式・ツール - Google Chrome
2025/12/22 17:16,売上データ.xlsm - Excel
2025/12/22 17:17,UserSideMs　メニュー - Google Chrome
2025/12/22 17:18,UserSideMs 売上検索 - Google Chrome
2025/12/22 17:19,SALES_SLIP.xls - Excel
2025/12/22 17:20,UserSideMs 売上検索 - Google Chrome
2025/12/22 17:21,UserSideMs 受注検索 - Google Chrome
2025/12/22 17:22,RORDER_SLIP.xls - Excel
2025/12/22 17:23,UserSideMs 受注検索 - Google Chrome
2025/12/22 17:24,ダウンロード - エクスプローラー
2025/12/22 17:25,売上データ.xlsm - Excel
2025/12/22 17:26,売上データ.xlsm - Excel
2025/12/22 17:27,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/22 17:28,売上データ.xlsm - Excel
2025/12/22 17:29,売上データ.xlsm - Excel
2025/12/22 17:30,SALES_SLIP.xls - Excel
2025/12/22 17:31,売上データ.xlsm - Excel
2025/12/22 17:32,売上データ.xlsm - Excel
2025/12/22 17:33,売上データ.xlsm - Excel
2025/12/22 17:34,顧客コード.xlsx - Excel
2025/12/22 17:35,顧客コード.xlsx - Excel
2025/12/22 17:36,顧客担当者一覧_20251210.xlsx - Google Chrome
2025/12/22 17:37,顧客コード.xlsx - Excel
2025/12/22 17:38,売上データ.xlsm - Excel
2025/12/22 17:39,マイ ノートブック - Google Chrome
2025/12/22 17:40,売上データ.xlsm - Excel
2025/12/22 17:41,マイ ノートブック - Google Chrome
2025/12/22 17:42,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/22 17:43,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/22 17:44,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/22 17:45,売上データ.xlsm - Excel
2025/12/22 17:46,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/22 17:47,Greenshot capture form
2025/12/22 17:48,タイトルなし - ペイント
2025/12/22 17:49,マイ ノートブック - Google Chrome
2025/12/22 17:50,マイ ノートブック - Google Chrome
2025/12/22 17:51,売上データ.xlsm - Excel
2025/12/22 17:52,顧客コード.xlsx - Excel
2025/12/22 17:53,チャット | 一般 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025/12/22 17:54,売上データ.xlsm - Google Chrome
2025/12/22 17:55,工数分析レポート_202512.xlsx - Excel
2025/12/22 17:56,Google Gemini - Google Chrome
2025/12/22 17:57,Claude - Google Chrome
2025/12/22 17:58,Claude - Google Chrome
2025/12/22 17:59,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:00,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:01,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:02,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/22 18:03,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:04,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:05,Claude - Google Chrome
2025/12/22 18:06,claude xlsxファイル - Google 検索 - Google Chrome
2025/12/22 18:07,claude xlsxファイル　無料プラン - Google 検索 - Google Chrome
2025/12/22 18:08,新しいタブ - Google Chrome
2025/12/22 18:09,スクリーンショット 2025-12-22 180246.png
2025/12/22 18:10,開く
2025/12/22 18:11,開く (応答なし)
2025/12/22 18:12,LINE WORKS
2025/12/22 18:13,業務TodoList
2025/12/22 18:14,SharePoint - Google Chrome
2025/12/22 18:15,技術本部その他のタブを 2 する - エクスプローラー
2025/12/22 18:16,営業本部その他のタブを 2 する - エクスプローラー
2025/12/22 18:17,稟議書起案その他のタブを 2 する - エクスプローラー
2025/12/22 18:18,価格とライセンスの概要 | TeamViewer - Google Chrome
2025/12/22 18:19,LINE WORKS
2025/12/22 18:20,01_logフォルダその他のタブを 2 する - エクスプローラー
2025/12/22 18:21,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:22,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:23,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:24,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:25,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:26,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:27,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:28,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:29,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:30,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:31,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:32,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:33,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:34,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:35,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:36,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:37,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:38,【テンプレ】工数分析レポート.xlsx - Excel
2025/12/22 18:39,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:40,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:41,未設定 (ワークスペース) - Antigravity - quick_analyzer.py
2025/12/22 18:42,工数分析レポート_202512.xlsx - Excel
2025/12/22 18:43,Pythonでxlsxファイルを処理するコード - Claude - Google Chrome
2025/12/22 18:44,未設定 (ワークスペース) - Antigravity - quick_analyzer.py●
2025/12/22 18:45,工数分析レポート_202512.xlsx - Excel
2025/12/22 18:46,Google Gemini - Google Chrome
2025/12/22 18:47,Google Gemini - Google Chrome
2025/12/22 18:48,Google Gemini - Google Chrome
2025/12/22 18:49,工数分析レポート_202512.xlsx - Excel
2025/12/22 18:50,Google Gemini - Google Chrome
2025/12/22 18:51,Google One メンバーシップの管理 - Google Chrome
